loginID,Customer_name,Customer_Age,Customer_Occupation,Credit_Card_Number,Order_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Product_ID,Product_Name,Category,Manufacturer,Review_Rating,Delivery_Tracking_ID,Delivery_Type,Delivery_Zip_Code,Transaction_Status,Order_Returned,Order_Delivered_on_Time
test,Sourav,24,Student,123,54,08/11/2020,22/11/2020,23/11/2020,lgtv,LGTV,TV,LG,4,534,HomeDelivery,60616,1,0,1
test,Sourav,24,Student,123,55,08/11/2020,22/11/2020,19/11/2020,samsungtv,SAMSUNGTV,TV,SAMSUNG,5,606,HomeDelivery,60616,0,1,0
test,Sourav,24,Student,123,56,08/11/2020,22/11/2020,21/11/2020,sonytv,SONYTV,TV,SONY,3,975,HomeDelivery,60616,1,1,0
test,Sourav,24,Student,123,57,08/11/2020,22/11/2020,17/11/2020,tcltv,TCLTV,TV,TCL,1,683,HomeDelivery,60616,1,0,0
test,Sourav,24,Student,123,58,08/11/2020,22/11/2020,20/11/2020,viziotv,VIZIOTV,TV,VIZIO,2,117,HomeDelivery,60616,0,0,0
test,Sourav,24,Student,123,59,08/11/2020,22/11/2020,19/11/2020,lgv60,LG V60,PHONE,LG,2,815,HomeDelivery,60616,1,0,0
sale1,Sale,25,Saleman,234,60,08/11/2020,22/11/2020,25/11/2020,sonytv,SONYTV,TV,SONY,3,926,HomeDelivery,60616,0,1,1
sale1,Sale,25,Saleman,234,61,08/11/2020,22/11/2020,22/11/2020,lgtv,LGTV,TV,LG,5,979,HomeDelivery,60616,0,0,1
sale1,Sale,25,Saleman,234,62,08/11/2020,22/11/2020,20/11/2020,delllaptop,DELL LAPTOP,LAPTOP,DELL,6,306,HomeDelivery,60616,0,0,0
sale1,Sale,25,Saleman,234,63,08/11/2020,22/11/2020,20/11/2020,lenevolaptop,LENEVO LAPTOP,LAPTOP,LENEVO,1,764,HomeDelivery,60616,1,0,0
sale1,Sale,25,Saleman,234,64,08/11/2020,22/11/2020,19/11/2020,applemacbooklaptop,APPLE MACBOOK LAPTOP,LAPTOP,APPLE,5,478,HomeDelivery,60616,1,0,0
sale1,Sale,25,Saleman,234,65,08/11/2020,22/11/2020,20/11/2020,klipschsound,KLIPSCH SOUND,SOUNDSYSTEM,KLIPSCH,3,216,HomeDelivery,60616,0,0,0
